Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
7322953.0000,0.0023,-0.0231,9.7819,0.0010,-0.0060,-0.0000,24.8600
7345953.0000,0.0723,-0.0231,9.7119,0.0010,0.0040,-0.0000,24.8100
7368953.0000,0.0323,-0.0231,9.8319,-0.0090,-0.0060,-0.0000,24.9100
7391953.0000,-0.0277,0.0869,9.8019,0.0010,-0.0060,0.0100,24.9100
7414953.0000,-0.0777,0.0369,9.8719,0.0010,-0.0060,-0.0000,24.8100
7437953.0000,0.0023,0.0269,9.6719,0.0010,-0.0060,-0.0000,24.8600
7460953.0000,0.0123,0.0069,9.8419,0.0010,-0.0060,-0.0000,24.8600
7483953.0000,-0.0177,-0.0031,9.8519,-0.0090,0.0040,-0.0000,24.8600
7506953.0000,0.0423,-0.0431,9.8619,0.0010,0.0040,-0.0000,24.8600
7529953.0000,0.0023,0.0569,9.7419,0.0010,-0.0060,-0.0000,24.8100
7552953.0000,0.0023,0.0669,9.7719,0.0010,0.0040,-0.0000,24.8100
7575953.0000,0.0023,-0.0331,9.8119,-0.0090,-0.0060,-0.0000,24.9100
7598953.0000,0.0223,0.0169,9.8919,0.0010,0.0040,-0.0000,24.8100
7621953.0000,-0.0477,-0.0331,9.8019,0.0010,0.0040,-0.0000,24.8600
7644953.0000,-0.0277,-0.0031,9.8019,0.0010,-0.0060,-0.0000,24.8600
7667953.0000,0.0223,-0.0331,9.8419,-0.0090,0.0040,-0.0000,24.8600
7690953.0000,-0.0077,-0.0031,9.8619,0.0010,-0.0060,-0.0000,24.8600
7713953.0000,0.0123,-0.0731,9.9319,0.0010,0.0040,-0.0000,24.8600
7736953.0000,0.0023,0.0169,9.8019,0.0010,0.0040,-0.0000,25.0000
7759953.0000,0.0623,-0.0031,9.6719,0.0010,0.0040,-0.0000,24.8100
7782953.0000,0.0123,-0.0031,9.8119,0.0010,0.0040,-0.0000,24.9100
7805953.0000,0.0123,-0.0231,9.7719,0.0010,-0.0060,-0.0000,24.8100
7828953.0000,-0.0177,0.0169,9.7619,0.0010,0.0040,-0.0000,24.8600
7851953.0000,0.0523,-0.0231,9.7619,0.0010,-0.0060,-0.0000,24.8600
7874953.0000,0.0523,0.0269,9.8619,0.0010,0.0040,-0.0000,24.8600
7897953.0000,0.0023,-0.1031,9.8419,0.0010,-0.0060,-0.0000,24.7700
7920953.0000,0.0223,0.0069,9.8719,0.0010,0.0040,-0.0000,24.8600
7943953.0000,0.0223,0.0369,9.8119,0.0010,0.0040,-0.0000,25.0000
7966953.0000,-0.0277,-0.0431,9.7319,0.0010,0.0040,-0.0000,25.0000
7989953.0000,-0.0077,-0.0031,9.8119,0.0010,-0.0060,-0.0000,24.9100
8012953.0000,0.0323,-0.0131,9.7819,-0.0090,-0.0060,-0.0000,24.8600
8035953.0000,-0.0477,0.0169,9.7819,0.0010,0.0040,-0.0000,24.7700
8058953.0000,-0.0277,-0.0131,9.7119,0.0010,-0.0060,-0.0000,24.8600
8081953.0000,0.0423,-0.0231,9.8119,0.0010,-0.0060,-0.0000,24.7700
8104953.0000,0.0623,-0.0031,9.7719,0.0010,0.0040,-0.0000,24.8100
8127953.0000,-0.0177,0.0169,9.7719,-0.0090,0.0040,-0.0000,24.9100
8150953.0000,-0.0177,-0.0431,9.8119,0.0010,0.0040,-0.0000,24.9100
8173953.0000,-0.0277,0.0169,9.7419,0.0010,-0.0060,-0.0000,24.9100
8196953.0000,-0.0377,-0.0331,9.7919,-0.0090,0.0040,-0.0000,24.8600
8219953.0000,-0.0277,-0.0031,9.7819,0.0010,-0.0060,-0.0000,24.7700
8242953.0000,-0.0177,-0.0231,9.7619,-0.0090,0.0040,-0.0000,24.8600
8265953.0000,-0.0077,-0.0131,9.8719,0.0010,-0.0060,-0.0000,24.8600
8288953.0000,0.0023,0.0169,9.8219,0.0010,-0.0060,-0.0000,24.9100
8311953.0000,-0.0477,0.0269,9.8619,0.0010,-0.0060,-0.0000,24.9100
8334953.0000,0.0123,-0.0331,9.7619,0.0010,-0.0060,-0.0000,24.9100
8357953.0000,0.0523,-0.0031,9.8119,0.0010,0.0040,-0.0000,24.8100
8380953.0000,0.0023,0.0869,9.8119,0.0010,0.0040,-0.0000,24.8100
8403953.0000,0.0323,0.0369,9.9219,0.0010,0.0040,-0.0000,24.8600
8426953.0000,0.0023,-0.0131,9.7919,0.0010,0.0040,-0.0000,24.8600
8449953.0000,-0.0277,-0.0231,9.8819,0.0010,-0.0060,-0.0000,24.8600
8472953.0000,-0.0277,-0.0631,9.9019,0.0010,-0.0060,-0.0000,24.8600
8495953.0000,0.0223,0.0169,9.9319,0.0010,0.0040,-0.0000,24.7200
8518953.0000,-0.0077,-0.0131,9.8519,0.0010,0.0040,-0.0000,24.9100
8541953.0000,0.0123,-0.0131,9.7919,0.0010,0.0040,-0.0000,24.8100
8564953.0000,0.0223,0.0969,9.8019,0.0010,-0.0060,-0.0000,24.8100
8587953.0000,-0.0077,-0.0031,9.8419,0.0010,0.0040,-0.0000,24.8600
8610953.0000,0.0523,0.0369,9.8919,0.0010,-0.0060,-0.0000,24.8600
8633953.0000,0.0123,-0.0331,9.8819,0.0010,0.0040,-0.0000,24.7700
8656953.0000,-0.0577,-0.0531,9.9119,0.0010,0.0040,-0.0000,24.7700
8679953.0000,-0.0477,0.0169,9.8219,0.0010,-0.0060,-0.0000,24.8600
8702953.0000,0.0323,0.0069,9.8419,0.0010,0.0040,-0.0000,24.8600
8725953.0000,-0.0077,0.0069,9.7619,0.0010,0.0040,-0.0000,24.9100
8748953.0000,0.0223,0.0169,9.7819,0.0010,-0.0060,-0.0000,24.9100
8771953.0000,-0.0177,-0.0131,9.7819,0.0010,0.0040,-0.0000,24.8600
8794953.0000,-0.0277,-0.0331,9.8219,0.0010,-0.0060,-0.0000,24.7700
8817953.0000,0.0223,0.0469,9.8019,0.0010,0.0040,-0.0000,24.8600
8840953.0000,0.0623,0.0769,9.8019,0.0010,0.0040,-0.0000,24.7700
